:START_ID(Listing),:END_ID(Ward),:TYPE
44770429,ward|ho-chi-minh|phuong-cau-kieu,IN_WARD
42616372,ward|ho-chi-minh|phuong-an-khanh,IN_WARD
45195327,ward|ho-chi-minh|phuong-phu-thanh,IN_WARD
44783081,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
44880023,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
45186016,ward|ho-chi-minh|phuong-binh-ong,IN_WARD
45058996,ward|ho-chi-minh|phuong-an-khanh,IN_WARD
44623291,ward|ho-chi-minh|phuong-an-lac,IN_WARD
44985017,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
45017298,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
45015767,ward|ho-chi-minh|phuong-tan-son-nhi,IN_WARD
44897529,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
44957970,ward|ho-chi-minh|xa-tan-nhut,IN_WARD
45112600,ward|ho-chi-minh|phuong-sai-gon,IN_WARD
45011469,ward|ho-chi-minh|phuong-cat-lai,IN_WARD
45188961,ward|ho-chi-minh|phuong-binh-phu,IN_WARD
44557949,ward|ho-chi-minh|phuong-an-khanh,IN_WARD
44375534,ward|ho-chi-minh|phuong-an-khanh,IN_WARD
45148799,ward|ho-chi-minh|phuong-di-an,IN_WARD
45055698,ward|ho-chi-minh|phuong-cau-ong-lanh,IN_WARD
44136516,ward|ho-chi-minh|phuong-binh-trung,IN_WARD
